timestep,win rate,win rate easy,win rate medium,win rate hard
52,0.495,0.8582251082251082,0.4864376130198915,0.15876288659793814
52052,0.5043333333333333,0.8495934959349594,0.4936131386861314,0.14782608695652175
104052,0.49266666666666664,0.8307692307692308,0.491324200913242,0.13978494623655913
156052,0.49833333333333335,0.8419354838709677,0.5004420866489832,0.1554845580404686
208052,0.496,0.8444902162718847,0.4981024667931689,0.14666666666666667
260052,0.49166666666666664,0.8504366812227074,0.48939929328621906,0.14915966386554622
312052,0.51,0.8764160659114315,0.4857397504456328,0.14773980154355015
364052,0.49633333333333335,0.846723044397463,0.48514851485148514,0.15800636267232238
416052,0.49933333333333335,0.8491379310344828,0.519090909090909,0.14300411522633744
468052,0.507,0.8778467908902692,0.4904805077062557,0.14178302900107412
520052,0.5083333333333333,0.8350202429149798,0.4964601769911504,0.15759637188208617
572052,0.502,0.8426124197002142,0.49912280701754386,0.16198704103671707
624052,0.5023333333333333,0.8566775244299675,0.5123674911660777,0.1457233368532207
676052,0.497,0.8567041965199591,0.46983546617915906,0.15069967707212056
728052,0.497,0.8531827515400411,0.4947867298578199,0.14212152420185376
780052,0.48533333333333334,0.834061135371179,0.48168007149240394,0.15854922279792746
832052,0.49866666666666665,0.8324768756423433,0.4849023090586146,0.15538290788013318
884052,0.502,0.8402173913043478,0.5084745762711864,0.14777777777777779
936052,0.5063333333333333,0.861522198731501,0.4954044117647059,0.17080745341614906
988052,0.49766666666666665,0.8540145985401459,0.4698046181172291,0.15846994535519127
1040052,0.512,0.8471204188481676,0.5089605734767025,0.17115177610333693
1092052,0.49333333333333335,0.8595927116827439,0.47942754919499103,0.14963119072708114
1144052,0.5026666666666667,0.8661825726141079,0.5051837888784166,0.14051282051282052
1196052,0.494,0.8426229508196721,0.4810671256454389,0.1646803900325027
1248052,0.5083333333333333,0.85625,0.5063520871143375,0.15458422174840086
1300052,0.49333333333333335,0.8372352285395763,0.5096153846153846,0.15224191866527634
1352052,0.5083333333333333,0.8492871690427699,0.5035650623885918,0.140625
1404052,0.5006666666666667,0.8383947939262473,0.5330915684496826,0.14461538461538462
1456052,0.512,0.8431372549019608,0.5241567912488605,0.15417558886509636
1508052,0.5013333333333333,0.8526881720430107,0.5053003533568905,0.14818763326226012
1560052,0.504,0.8528464017185822,0.5069084628670121,0.1437980241492865
1612052,0.5143333333333333,0.8563995837669095,0.5152057245080501,0.1563517915309446
1664052,0.496,0.8727465535524921,0.47297297297297297,0.14783526927138332
1716052,0.491,0.8430296377607025,0.49869678540399653,0.1396588486140725
1768052,0.489,0.8656716417910447,0.4759493670886076,0.15783898305084745
1820052,0.49433333333333335,0.8435754189944135,0.5089285714285714,0.16040609137055836
1872052,0.49566666666666664,0.8503253796095445,0.5040577096483319,0.14860681114551083
